chr1,s1,e1,chr2,s2,e2
chr6,156700000,160900000,chr12,116400000,125600000
chr6,169700000,170800000,chr12,0,15600000
chr6,169700000,170800000,chr12,26200000,27900000
chr6,169700000,170800000,chr12,45600000,58600000
chr6,169700000,170800000,chr12,67300000,70100000
chr6,169700000,170800000,chr12,94200000,96800000
chr6,169700000,170800000,chr12,101700000,114400000
chr6,169700000,170800000,chr12,116400000,125600000
chr17,0,16200000,chr20,0,4200000
chr17,0,16200000,chr20,30100000,37600000
chr17,0,16200000,chr20,47100000,49500000
chr17,0,16200000,chr20,60500000,62900000
chr17,19600000,21300000,chr20,0,4200000
chr17,19600000,21300000,chr20,30100000,37600000
chr17,19600000,21300000,chr20,47100000,49500000
chr17,19600000,21300000,chr20,60500000,62900000
chr17,25900000,31600000,chr20,0,4200000
chr17,25900000,31600000,chr20,30100000,37600000
chr17,25900000,31600000,chr20,47100000,49500000
chr17,25900000,31600000,chr20,60500000,62900000
chr17,34800000,43300000,chr20,0,4200000
chr17,34800000,43300000,chr20,30100000,37600000
chr17,34800000,43300000,chr20,47100000,49500000
chr17,34800000,43300000,chr20,60500000,62900000
chr17,46600000,49200000,chr20,0,4200000
chr17,46600000,49200000,chr20,30100000,37600000
chr17,46600000,49200000,chr20,47100000,49500000
chr17,46600000,49200000,chr20,60500000,62900000
chr17,77800000,81000000,chr20,0,4200000
chr17,77800000,81000000,chr20,30100000,37600000
chr17,77800000,81000000,chr20,47100000,49500000
chr17,77800000,81000000,chr20,60500000,62900000
chr1,142200000,145400000,chr4,0,8600000
chr1,142200000,145400000,chr4,23900000,27700000
chr1,142200000,145400000,chr4,37600000,49600000
chr1,142200000,145400000,chr4,76400000,78700000
chr1,142200000,145400000,chr4,83100000,84500000
chr1,142200000,145400000,chr4,101900000,107800000
chr1,142200000,145400000,chr4,128700000,130100000
chr1,142200000,145400000,chr4,139700000,154900000
chr1,142200000,145400000,chr4,159500000,160300000
chr1,142200000,145400000,chr4,164100000,178600000
chr1,142200000,145400000,chr4,183300000,187100000
chr1,142200000,145400000,chr4,190200000,191000000
chr14,20500000,26100000,chrX,8400000,25500000
chr14,20500000,26100000,chrX,37400000,45000000
chr14,20500000,26100000,chrX,45500000,47500000
chr14,20500000,26100000,chrX,69300000,71800000
chr14,20500000,26100000,chrX,99800000,101100000
chr14,20500000,26100000,chrX,108200000,109600000
chr14,20500000,26100000,chrX,116600000,119800000
chr14,20500000,26100000,chrX,128500000,129700000
chr14,20500000,26100000,chrX,133300000,138400000
chr14,20500000,26100000,chrX,147000000,150700000
chr14,20500000,26100000,chrX,151200000,154900000
chr14,31000000,36300000,chrX,8400000,25500000
chr14,31000000,36300000,chrX,37400000,45000000
chr14,31000000,36300000,chrX,45500000,47500000
chr14,31000000,36300000,chrX,69300000,71800000
chr14,31000000,36300000,chrX,99800000,101100000
chr14,31000000,36300000,chrX,108200000,109600000
chr14,31000000,36300000,chrX,116600000,119800000
chr14,31000000,36300000,chrX,128500000,129700000
chr14,31000000,36300000,chrX,133300000,138400000
chr14,31000000,36300000,chrX,147000000,150700000
chr14,31000000,36300000,chrX,151200000,154900000
chr14,49800000,52400000,chrX,8400000,25500000
chr14,49800000,52400000,chrX,37400000,45000000
chr14,49800000,52400000,chrX,45500000,47500000
chr14,49800000,52400000,chrX,69300000,71800000
chr14,49800000,52400000,chrX,99800000,101100000
chr14,49800000,52400000,chrX,108200000,109600000
chr14,49800000,52400000,chrX,116600000,119800000
chr14,49800000,52400000,chrX,128500000,129700000
chr14,49800000,52400000,chrX,133300000,138400000
chr14,49800000,52400000,chrX,147000000,150700000
chr14,49800000,52400000,chrX,151200000,154900000
chr14,53000000,53900000,chrX,8400000,25500000
chr14,53000000,53900000,chrX,37400000,45000000
chr14,53000000,53900000,chrX,45500000,47500000
chr14,53000000,53900000,chrX,69300000,71800000
chr14,53000000,53900000,chrX,99800000,101100000
chr14,53000000,53900000,chrX,108200000,109600000
chr14,53000000,53900000,chrX,116600000,119800000
chr14,53000000,53900000,chrX,128500000,129700000
chr14,53000000,53900000,chrX,133300000,138400000
chr14,53000000,53900000,chrX,147000000,150700000
chr14,53000000,53900000,chrX,151200000,154900000
chr14,63700000,65900000,chrX,8400000,25500000
chr14,63700000,65900000,chrX,37400000,45000000
chr14,63700000,65900000,chrX,45500000,47500000
chr14,63700000,65900000,chrX,69300000,71800000
chr14,63700000,65900000,chrX,99800000,101100000
chr14,63700000,65900000,chrX,108200000,109600000
chr14,63700000,65900000,chrX,116600000,119800000
chr14,63700000,65900000,chrX,128500000,129700000
chr14,63700000,65900000,chrX,133300000,138400000
chr14,63700000,65900000,chrX,147000000,150700000
chr14,63700000,65900000,chrX,151200000,154900000
chr14,72900000,76600000,chrX,8400000,25500000
chr14,72900000,76600000,chrX,37400000,45000000
chr14,72900000,76600000,chrX,45500000,47500000
chr14,72900000,76600000,chrX,69300000,71800000
chr14,72900000,76600000,chrX,99800000,101100000
chr14,72900000,76600000,chrX,108200000,109600000
chr14,72900000,76600000,chrX,116600000,119800000
chr14,72900000,76600000,chrX,128500000,129700000
chr14,72900000,76600000,chrX,133300000,138400000
chr14,72900000,76600000,chrX,147000000,150700000
chr14,72900000,76600000,chrX,151200000,154900000
chr14,77100000,78200000,chrX,8400000,25500000
chr14,77100000,78200000,chrX,37400000,45000000
chr14,77100000,78200000,chrX,45500000,47500000
chr14,77100000,78200000,chrX,69300000,71800000
chr14,77100000,78200000,chrX,99800000,101100000
chr14,77100000,78200000,chrX,108200000,109600000
chr14,77100000,78200000,chrX,116600000,119800000
chr14,77100000,78200000,chrX,128500000,129700000
chr14,77100000,78200000,chrX,133300000,138400000
chr14,77100000,78200000,chrX,147000000,150700000
chr14,77100000,78200000,chrX,151200000,154900000
chr14,88900000,94800000,chrX,8400000,25500000
chr14,88900000,94800000,chrX,37400000,45000000
chr14,88900000,94800000,chrX,45500000,47500000
chr14,88900000,94800000,chrX,69300000,71800000
chr14,88900000,94800000,chrX,99800000,101100000
chr14,88900000,94800000,chrX,108200000,109600000
chr14,88900000,94800000,chrX,116600000,119800000
chr14,88900000,94800000,chrX,128500000,129700000
chr14,88900000,94800000,chrX,133300000,138400000
chr14,88900000,94800000,chrX,147000000,150700000
chr14,88900000,94800000,chrX,151200000,154900000
chr14,100500000,107200000,chrX,8400000,25500000
chr14,100500000,107200000,chrX,37400000,45000000
chr14,100500000,107200000,chrX,45500000,47500000
chr14,100500000,107200000,chrX,69300000,71800000
chr14,100500000,107200000,chrX,99800000,101100000
chr14,100500000,107200000,chrX,108200000,109600000
chr14,100500000,107200000,chrX,116600000,119800000
chr14,100500000,107200000,chrX,128500000,129700000
chr14,100500000,107200000,chrX,133300000,138400000
chr14,100500000,107200000,chrX,147000000,150700000
chr14,100500000,107200000,chrX,151200000,154900000
chr5,0,17700000,chr11,100000,19700000
chr5,0,17700000,chr11,27100000,28100000
chr5,0,17700000,chr11,31200000,36800000
chr5,0,17700000,chr11,43300000,48200000
chr5,0,17700000,chr11,57000000,70300000
chr5,0,17700000,chr11,70700000,78700000
chr5,0,17700000,chr11,85300000,87000000
chr5,0,17700000,chr11,102100000,102800000
chr5,0,17700000,chr11,107100000,114200000
chr5,0,17700000,chr11,115600000,119600000
chr5,0,17700000,chr11,122100000,126400000
chr5,0,17700000,chr11,129600000,130700000
chr5,31400000,40900000,chr11,100000,19700000
chr5,31400000,40900000,chr11,27100000,28100000
chr5,31400000,40900000,chr11,31200000,36800000
chr5,31400000,40900000,chr11,43300000,48200000
chr5,31400000,40900000,chr11,57000000,70300000
chr5,31400000,40900000,chr11,70700000,78700000
chr5,31400000,40900000,chr11,85300000,87000000
chr5,31400000,40900000,chr11,102100000,102800000
chr5,31400000,40900000,chr11,107100000,114200000
chr5,31400000,40900000,chr11,115600000,119600000
chr5,31400000,40900000,chr11,122100000,126400000
chr5,31400000,40900000,chr11,129600000,130700000
chr5,42700000,43600000,chr11,100000,19700000
chr5,42700000,43600000,chr11,27100000,28100000
chr5,42700000,43600000,chr11,31200000,36800000
chr5,42700000,43600000,chr11,43300000,48200000
chr5,42700000,43600000,chr11,57000000,70300000
chr5,42700000,43600000,chr11,70700000,78700000
chr5,42700000,43600000,chr11,85300000,87000000
chr5,42700000,43600000,chr11,102100000,102800000
chr5,42700000,43600000,chr11,107100000,114200000
chr5,42700000,43600000,chr11,115600000,119600000
chr5,42700000,43600000,chr11,122100000,126400000
chr5,42700000,43600000,chr11,129600000,130700000
chr5,130000000,143500000,chr11,100000,19700000
chr5,130000000,143500000,chr11,27100000,28100000
chr5,130000000,143500000,chr11,31200000,36800000
chr5,130000000,143500000,chr11,43300000,48200000
chr5,130000000,143500000,chr11,57000000,70300000
chr5,130000000,143500000,chr11,70700000,78700000
chr5,130000000,143500000,chr11,85300000,87000000
chr5,130000000,143500000,chr11,102100000,102800000
chr5,130000000,143500000,chr11,107100000,114200000
chr5,130000000,143500000,chr11,115600000,119600000
chr5,130000000,143500000,chr11,122100000,126400000
chr5,130000000,143500000,chr11,129600000,130700000
chr5,167800000,180900000,chr11,100000,19700000
chr5,167800000,180900000,chr11,27100000,28100000
chr5,167800000,180900000,chr11,31200000,36800000
chr5,167800000,180900000,chr11,43300000,48200000
chr5,167800000,180900000,chr11,57000000,70300000
chr5,167800000,180900000,chr11,70700000,78700000
chr5,167800000,180900000,chr11,85300000,87000000
chr5,167800000,180900000,chr11,102100000,102800000
chr5,167800000,180900000,chr11,107100000,114200000
chr5,167800000,180900000,chr11,115600000,119600000
chr5,167800000,180900000,chr11,122100000,126400000
chr5,167800000,180900000,chr11,129600000,130700000
chr1,0,2500000,chr3,8400000,17700000
chr1,0,2500000,chr3,41700000,54000000
chr1,0,2500000,chr3,124200000,131200000
chr1,0,2500000,chr3,169500000,172400000
chr1,0,2500000,chr3,182400000,188800000
chr1,0,2500000,chr3,193300000,197900000
chr1,5300000,13200000,chr3,8400000,17700000
chr1,5300000,13200000,chr3,41700000,54000000
chr1,5300000,13200000,chr3,124200000,131200000
chr1,5300000,13200000,chr3,169500000,172400000
chr1,5300000,13200000,chr3,182400000,188800000
chr1,5300000,13200000,chr3,193300000,197900000
chr1,15100000,47200000,chr3,8400000,17700000
chr1,15100000,47200000,chr3,41700000,54000000
chr1,15100000,47200000,chr3,124200000,131200000
chr1,15100000,47200000,chr3,169500000,172400000
chr1,15100000,47200000,chr3,182400000,188800000
chr1,15100000,47200000,chr3,193300000,197900000
chr1,50900000,55600000,chr3,8400000,17700000
chr1,50900000,55600000,chr3,41700000,54000000
chr1,50900000,55600000,chr3,124200000,131200000
chr1,50900000,55600000,chr3,169500000,172400000
chr1,50900000,55600000,chr3,182400000,188800000
chr1,50900000,55600000,chr3,193300000,197900000
chr1,59000000,63000000,chr3,8400000,17700000
chr1,59000000,63000000,chr3,41700000,54000000
chr1,59000000,63000000,chr3,124200000,131200000
chr1,59000000,63000000,chr3,169500000,172400000
chr1,59000000,63000000,chr3,182400000,188800000
chr1,59000000,63000000,chr3,193300000,197900000
chr1,89100000,90400000,chr3,8400000,17700000
chr1,89100000,90400000,chr3,41700000,54000000
chr1,89100000,90400000,chr3,124200000,131200000
chr1,89100000,90400000,chr3,169500000,172400000
chr1,89100000,90400000,chr3,182400000,188800000
chr1,89100000,90400000,chr3,193300000,197900000
chr1,92700000,94400000,chr3,8400000,17700000
chr1,92700000,94400000,chr3,41700000,54000000
chr1,92700000,94400000,chr3,124200000,131200000
chr1,92700000,94400000,chr3,169500000,172400000
chr1,92700000,94400000,chr3,182400000,188800000
chr1,92700000,94400000,chr3,193300000,197900000
chr1,109000000,114000000,chr3,8400000,17700000
chr1,109000000,114000000,chr3,41700000,54000000
chr1,109000000,114000000,chr3,124200000,131200000
chr1,109000000,114000000,chr3,169500000,172400000
chr1,109000000,114000000,chr3,182400000,188800000
chr1,109000000,114000000,chr3,193300000,197900000
chr1,143600000,146100000,chr3,8400000,17700000
chr1,143600000,146100000,chr3,41700000,54000000
chr1,143600000,146100000,chr3,124200000,131200000
chr1,143600000,146100000,chr3,169500000,172400000
chr1,143600000,146100000,chr3,182400000,188800000
chr1,143600000,146100000,chr3,193300000,197900000
chr1,149700000,161900000,chr3,8400000,17700000
chr1,149700000,161900000,chr3,41700000,54000000
chr1,149700000,161900000,chr3,124200000,131200000
chr1,149700000,161900000,chr3,169500000,172400000
chr1,149700000,161900000,chr3,182400000,188800000
chr1,149700000,161900000,chr3,193300000,197900000
chr1,198100000,208200000,chr3,8400000,17700000
chr1,198100000,208200000,chr3,41700000,54000000
chr1,198100000,208200000,chr3,124200000,131200000
chr1,198100000,208200000,chr3,169500000,172400000
chr1,198100000,208200000,chr3,182400000,188800000
chr1,198100000,208200000,chr3,193300000,197900000
chr1,225600000,226400000,chr3,8400000,17700000
chr1,225600000,226400000,chr3,41700000,54000000
chr1,225600000,226400000,chr3,124200000,131200000
chr1,225600000,226400000,chr3,169500000,172400000
chr1,225600000,226400000,chr3,182400000,188800000
chr1,225600000,226400000,chr3,193300000,197900000
chr1,229900000,237000000,chr3,8400000,17700000
chr1,229900000,237000000,chr3,41700000,54000000
chr1,229900000,237000000,chr3,124200000,131200000
chr1,229900000,237000000,chr3,169500000,172400000
chr1,229900000,237000000,chr3,182400000,188800000
chr1,229900000,237000000,chr3,193300000,197900000
chr1,241700000,242000000,chr3,8400000,17700000
chr1,241700000,242000000,chr3,41700000,54000000
chr1,241700000,242000000,chr3,124200000,131200000
chr1,241700000,242000000,chr3,169500000,172400000
chr1,241700000,242000000,chr3,182400000,188800000
chr1,241700000,242000000,chr3,193300000,197900000
chr1,245300000,247100000,chr3,8400000,17700000
chr1,245300000,247100000,chr3,41700000,54000000
chr1,245300000,247100000,chr3,124200000,131200000
chr1,245300000,247100000,chr3,169500000,172400000
chr1,245300000,247100000,chr3,182400000,188800000
chr1,245300000,247100000,chr3,193300000,197900000
chr5,0,17400000,chr10,0,18500000
chr5,0,17400000,chr10,24300000,36300000
chr5,0,17400000,chr10,41900000,42800000
chr5,0,17400000,chr10,62300000,66300000
chr5,0,17400000,chr10,69500000,77700000
chr5,0,17400000,chr10,89300000,91500000
chr5,0,17400000,chr10,92600000,94800000
chr5,0,17400000,chr10,97100000,106500000
chr5,0,17400000,chr10,111500000,114800000
chr5,0,17400000,chr10,118700000,123700000
chr5,0,17400000,chr10,127100000,128100000
chr5,0,17400000,chr10,133700000,135500000
chr5,18100000,39800000,chr10,0,18500000
chr5,18100000,39800000,chr10,24300000,36300000
chr5,18100000,39800000,chr10,41900000,42800000
chr5,18100000,39800000,chr10,62300000,66300000
chr5,18100000,39800000,chr10,69500000,77700000
chr5,18100000,39800000,chr10,89300000,91500000
chr5,18100000,39800000,chr10,92600000,94800000
chr5,18100000,39800000,chr10,97100000,106500000
chr5,18100000,39800000,chr10,111500000,114800000
chr5,18100000,39800000,chr10,118700000,123700000
chr5,18100000,39800000,chr10,127100000,128100000
chr5,18100000,39800000,chr10,133700000,135500000
chr5,43000000,44500000,chr10,0,18500000
chr5,43000000,44500000,chr10,24300000,36300000
chr5,43000000,44500000,chr10,41900000,42800000
chr5,43000000,44500000,chr10,62300000,66300000
chr5,43000000,44500000,chr10,69500000,77700000
chr5,43000000,44500000,chr10,89300000,91500000
chr5,43000000,44500000,chr10,92600000,94800000
chr5,43000000,44500000,chr10,97100000,106500000
chr5,43000000,44500000,chr10,111500000,114800000
chr5,43000000,44500000,chr10,118700000,123700000
chr5,43000000,44500000,chr10,127100000,128100000
chr5,43000000,44500000,chr10,133700000,135500000
chr5,51800000,57200000,chr10,0,18500000
chr5,51800000,57200000,chr10,24300000,36300000
chr5,51800000,57200000,chr10,41900000,42800000
chr5,51800000,57200000,chr10,62300000,66300000
chr5,51800000,57200000,chr10,69500000,77700000
chr5,51800000,57200000,chr10,89300000,91500000
chr5,51800000,57200000,chr10,92600000,94800000
chr5,51800000,57200000,chr10,97100000,106500000
chr5,51800000,57200000,chr10,111500000,114800000
chr5,51800000,57200000,chr10,118700000,123700000
chr5,51800000,57200000,chr10,127100000,128100000
chr5,51800000,57200000,chr10,133700000,135500000
chr5,60900000,65100000,chr10,0,18500000
chr5,60900000,65100000,chr10,24300000,36300000
chr5,60900000,65100000,chr10,41900000,42800000
chr5,60900000,65100000,chr10,62300000,66300000
chr5,60900000,65100000,chr10,69500000,77700000
chr5,60900000,65100000,chr10,89300000,91500000
chr5,60900000,65100000,chr10,92600000,94800000
chr5,60900000,65100000,chr10,97100000,106500000
chr5,60900000,65100000,chr10,111500000,114800000
chr5,60900000,65100000,chr10,118700000,123700000
chr5,60900000,65100000,chr10,127100000,128100000
chr5,60900000,65100000,chr10,133700000,135500000
chr5,132100000,141900000,chr10,0,18500000
chr5,132100000,141900000,chr10,24300000,36300000
chr5,132100000,141900000,chr10,41900000,42800000
chr5,132100000,141900000,chr10,62300000,66300000
chr5,132100000,141900000,chr10,69500000,77700000
chr5,132100000,141900000,chr10,89300000,91500000
chr5,132100000,141900000,chr10,92600000,94800000
chr5,132100000,141900000,chr10,97100000,106500000
chr5,132100000,141900000,chr10,111500000,114800000
chr5,132100000,141900000,chr10,118700000,123700000
chr5,132100000,141900000,chr10,127100000,128100000
chr5,132100000,141900000,chr10,133700000,135500000
chr5,168900000,180200000,chr10,0,18500000
chr5,168900000,180200000,chr10,24300000,36300000
chr5,168900000,180200000,chr10,41900000,42800000
chr5,168900000,180200000,chr10,62300000,66300000
chr5,168900000,180200000,chr10,69500000,77700000
chr5,168900000,180200000,chr10,89300000,91500000
chr5,168900000,180200000,chr10,92600000,94800000
chr5,168900000,180200000,chr10,97100000,106500000
chr5,168900000,180200000,chr10,111500000,114800000
chr5,168900000,180200000,chr10,118700000,123700000
chr5,168900000,180200000,chr10,127100000,128100000
chr5,168900000,180200000,chr10,133700000,135500000
